Didi Louzada,POR,1786878,1876222,1965566,2057646,,,Non Bird,3663100
Daniel Gafford,WAS,1782621,1930681,12402000,13394160,14386320,,Minimum Salary,43895782
Terance Mann,LAC,1782621,1930681,10576923,11423077,,,Minimum Salary,25713302
Eric Paschall,UTA,1782621,,,,,,MLE,1782621
KZ Okpala,OKC,1782621,,,,,,,1782621
Bruno Fernando,HOU,1782621,,,,,,Cap space,1782621
Cody Martin,CHO,1782621,,,,,,MLE,1782621
Nic Claxton,BRK,1782621,,,,,,Minimum Salary,1782621
Luguentz Dort,OKC,1782621,1930681,,,,,Minimum Salary,625000
Isaiah Roby,OKC,1782621,1930681,,,,,,
Naz Reid,MIN,1782621,1930681,,,,,,
Jaylen Nowell,MIN,1782621,1930681,,,,,,
Vlatko Čančar,DEN,1782621,,,,,,,
Dean Wade,CLE,1782621,1930681,,,,,,
Jalen McDaniels,CHO,1782621,1930681,,,,,,
Drew Eubanks,TOR,1762796,,,,,,,1762796
Chimezie Metu,SAC,1762796,1910860,,,,,,
Yuta Watanabe,TOR,1762769,,,,,,,
Svi Mykhailiuk,TOR,1729217,1878720,,,,,Minimum Salary,1729217
Keita Bates-Diop,SAS,1729217,1878720,,,,,Minimum Salary,1729217
Moritz Wagner,ORL,1729217,1878720,,,,,Minimum Salary,1729217
Thanasis Antetokounmpo,MIL,1729217,1878720,,,,,Minimum Salary,1729217
Isaac Bonga,TOR,1729217,,,,,,,
Isaiah Hartenstein,LAC,3430810,,,,,,,
Juan Toscano-Anderson,GSW,1701593,,,,,,Minimum Salary,1701593
Moses Brown,DAL,1701593,,,,,,,1701593
Oshae Brissett,IND,1701593,1846738,,,,,,
Isaiah Hartenstein,CLE,3430810,,,,,,,
Herbert Jones,NOP,1700000,1785000,1836096,,,,MLE,3485000
Gabriel Deck,OKC,1690507,,,,,,Cap Space,1690507
Jordan McLaughlin,MIN,1669178,1815677,1968182,,,,Early Bird,5453037
Javonte Green,CHI,1669178,1815677,,,,,Minimum Salary,3484855
Max Strus,MIA,1669178,1815677,,,,,Minimum Salary,1669178
Gabe Vincent,MIA,1669178,1815677,,,,,Minimum Salary,1669178
Kevin Pangos,CLE,1669178,1815677,,,,,MLE,1669178
Matt Thomas,CHI,1669178,,,,,,Minimum Salary,1669178
Vernon Carey Jr.,WAS,1517981,1782621,1930681,,,,Cap Space,3300602
Xavier Tillman Sr.,MEM,1517981,1782621,1930681,,,,MLE,3300602
Tyrell Terry,DAL,1517981,1782621,,,,,,3300602
Tre Jones,SAS,1517981,1782621,,,,,MLE,1517981
Robert Woodard II,SAC,1517981,,,,,,,1517981
Jahmi'us Ramsey,SAC,1517981,,,,,,,1517981
CJ Elleby,POR,1517981,,,,,,Minimum Salary,1517981
Elijah Hughes,POR,1517981,,,,,,Minimum Salary,1517981
Isaiah Joe,PHI,1517981,1782621,,,,,MLE,1517981
Naji Marshall,NOP,1517981,1782621,1930681,,,,MLE,1517981
Jordan Nwora,MIL,1517981,,,,,,Minimum Salary,1517981
Nick Richards,CHO,1517981,1782621,,,,,Cap Space,1517981
Anthony Gill,WAS,1517981,,,,,,,
Paul Reed,PHI,1517981,1782621,,,,,,
Kenyon Martin Jr.,HOU,1517981,1782621,1930681,,,,,
Jae'Sean Tate,HOU,1517981,1782621,,,,,,
Lamar Stevens,CLE,1517981,1782621,1930681,,,,,
Isaiah Todd,WAS,1500000,1563518,1836096,1988598,,,MLE,4899614
Saben Lee,DET,1489065,1752638,1902137,,,,Cap Space,3241703
Omer Yurtseven,MIA,1489065,1752638,,,,,Minimum Salary,1489065
Armoni Brooks,HOU,1489065,,,,,,,1489065
J.R. Smith,CLE,1456666,,,,,,,1456666
Danuel House Jr.,HOU,2045094,,,,,,,1387498
Bismack Biyombo,PHO,1366392,,,,,,Minimum Salary,1518213
George Hill,PHI,4000000,4000000,,,,,,1275491
DeMarre Carroll,SAS,1252127,,,,,,,1252127
JT Thor,CHO,1250000,1563518,1836096,1988598,,,Cap Space,2813518
Garrison Mathews,HOU,1093598,1815677,1968182,2230253,,,Cap Space,1093598
Alfonzo McKinnie,CHI,1090007,2036318,,,,,Minimum Salary,202176
Jabari Parker,BOS,1068288,,,,,,,1168288
Jason Preston,LAC,1062303,1563518,1836096,,,,Mini MLE,2625821
Isaiah Livers,DET,1057260,1563518,1836096,,,,Cap Space,2620778
Guerschon Yabusele,BOS,1039080,,,,,,,1039080
Aaron Wiggins,OKC,1000000,1563518,1836096,1988598,,,Cap Space,1000000
Kyle Singler,OKC,999200,999200,,,,,,1998400
Marquese Chriss,DAL,958529,2193920,,,,,Minimum Salary,3486820
Jared Butler,UTA,925258,1563518,,,,,Minimum Salary,2488776
Greg Brown III,POR,925258,1563518,1836096,,,,Mini MLE,2488776
Miles McBride,NYK,925258,1563518,1836096,,,,Cap Space,2488776
Brandon Boston Jr.,LAC,925258,1563518,1836096,,,,Mini MLE,2488776
Marko Simonovic,CHI,925258,1563518,1836096,,,,MLE,2488776
Vit Krejci,OKC,925258,1563518,1836096,1988598,,,MLE,1707017
Charles Bassey,PHI,925258,1563518,1836096,,,,MLE,1000000
Dalano Banton,TOR,925258,1563518,,,,,Minimum Salary,925258
Jock Landale,SAS,925258,1563518,,,,,Minimum Salary,925258
Ayo Dosunmu,CHI,925258,1563518,,,,,Minimum Salary,925258
Austin Reaves,LAL,925258,,,,,,,
Luka Garza,DET,925258,,,,,,,
Lance Stephenson,IND,924730,,,,,,Minimum Salary,1476806
Stanley Johnson,LAL,888616,2351521,,,,,Minimum Salary,1248865
Miye Oni,OKC,850331,,,,,,,850331
Wayne Selden,NYK,785102,,,,,,,785102
Brad Wanamaker,IND,705598,,,,,,,705598
Alize Johnson,CHI,705598,,,,,,,705598
Shaun Livingston,GSW,666666,,,,,,,666666
Sam Merrill,MEM,663024,,,,,,Minimum Salary,663024
Danuel House Jr.,UTA,2045094,,,,,,Minimum Salary,991967
DeMarcus Cousins,MIL,759106,,,,,,,607285
Luke Kornet,BOS,606702,,,,,,Minimum Salary,606702
Ryan Arcidiacono,NYK,586136,,,,,,Minimum Salary,791798
Keifer Sykes,IND,558345,1563518,,,,,,
Caleb Martin,MIA,527614,,,,,,Minimum Salary,527614
Georgios Kalaitzakis,MIL,462629,,,,,,,462629
Gary Clark,NOP,377645,,,,,,,377645
Sam Dekker,TOR,350000,,,,,,,350000
Admiral Schofield,OKC,,,,,,,,300000
Daishen Nix,HOU,292466,1563518,1836096,1988598,,,Minimum Salary,5680678
Ish Wainright,TOR,,,,,,,,375000
Bismack Biyombo,PHO,1366392,,,,,,,1518213
DeMarcus Cousins,DEN,759106,,,,,,,455463
DeMarcus Cousins,DEN,759106,,,,,,,455463
DeMarcus Cousins,DEN,759106,,,,,,Minimum Salary,455463
Lance Stephenson,IND,924730,,,,,,,1476806
Lance Stephenson,IND,924730,,,,,,,1476806
Lance Stephenson,IND,924730,,,,,,,1476806
Lance Stephenson,IND,924730,,,,,,,1476806
Brandon Knight,DAL,,,,,,,,138019
Lance Stephenson,ATL,924730,,,,,,,138019
Troy Williams,HOU,122741,122741,,,,,,245482
Stanley Johnson,LAL,888616,2351521,,,,,,1248865
Stanley Johnson,LAL,888616,2351521,,,,,,1248865
Stanley Johnson,LAL,888616,2351521,,,,,,1248865
Stanley Johnson,CHI,888616,2351521,,,,,,120083
Marquese Chriss,DAL,958529,2193920,,,,,,3486820
Marquese Chriss,DAL,958529,2193920,,,,,,3486820
Marquese Chriss,DAL,958529,2193920,,,,,,3486820
Danuel House Jr.,UTA,2045094,,,,,,,991967
Danuel House Jr.,UTA,2045094,,,,,,,991967
Danuel House Jr.,UTA,2045094,,,,,,,991967
Danuel House Jr.,NYK,2045094,,,,,,,111457
Ryan Arcidiacono,NYK,586136,,,,,,,791798
Ryan Arcidiacono,NYK,586136,,,,,,,791798
Luke Kornet,MIL,606702,,,,,,,102831
Luke Kornet,CLE,606702,,,,,,,102831
Alfonzo McKinnie,CHI,1090007,2036318,,,,,,202176
Alfonzo McKinnie,CHI,1090007,2036318,,,,,,202176
Jabari Parker,BOS,1068288,,,,,,,1168288
Theo Pinson,DAL,,,,,,,,197076
Brad Wanamaker,WAS,705598,,,,,,,99380
Alize Johnson,WAS,705598,,,,,,,99380
Brandon Goodwin,CLE,,,,,,,,99380
Theo Pinson,DAL,,,,,,,,197076
Davon Reed,DEN,,,,,,,,286164
Davon Reed,DEN,,,,,,,,286164
Kyle Guy,MIA,,,,,,,,191860
Kyle Guy,MIA,,,,,,,,191860
Charlie Brown Jr.,PHI,,,,,,,,95930
Miye Oni,NOP,850331,,,,,,,95930
Quinndary Weatherspoon,GSW,,,,,,,,95930
Charlie Brown Jr.,DAL,,,,,,,,95930
Davon Reed,DEN,,,,,,,,286164
Demetrius Jackson,BOS,92857,92857,92857,,,,,278571
Haywood Highsmith,MIA,85578,,,,,,,171156
Haywood Highsmith,MIA,85578,,,,,,Minimum Salary,171156
Admiral Schofield,ORL,,,,,,,,169706
Emanuel Terry,PHO,85578,,,,,,Minimum Salary,85578
Tyrell Terry,MEM,1517981,1782621,,,,,,85578
Admiral Schofield,ORL,,,,,,,,169706
Malcolm Hill,CHI,,,,,,,,53176
Malcolm Hill,ATL,,,,,,,,53176
